,name,state,city,address,lattitude,longitude,Total_Slots,6AM-11AM_Booked_slots,11AM-4PM_Booked_slots,4PM-10PM_Booked_slots,label_6AM_11AM,label_11AM_4PM,label_4PM_10PM
601,"IOCL - KOORAPATI SERVICE STATION, Tirupati",Andhra Pradesh,Tirupati,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor Dist ANDHRA PRADESH",13.6207096,79.3828146,8,7,7,1,FALSE,FALSE,TRUE
602,"IOCL - Sai Krupa Filling Station, SH 26",Andhra Pradesh,Anantapur,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",15.1462972,77.3774561,10,7,5,7,TRUE,TRUE,TRUE
603,"IOCL - PIONEER AUTO SERVICE, Bagdogara",West Bengal,Darjeeling,BAGDOGRA PO: BAGDOGRA DT: DARJEELING; West Bengal PIN: 734422,26.7006026,88.3293524,6,2,6,3,TRUE,FALSE,TRUE
604,"Goyal Coal Sizing, Pendridih",Chhattisgarh,Bilaspur,"Village: Sara Pendridih Seepat, Bilaspur By-Pass, Chhattisgarh 495330",22.0136612,82.0487988,5,3,4,4,TRUE,TRUE,TRUE
605,"Mr. Lalit Jenau00e2u0080u0098s Site, Panikoili",Rajasthan,Jajpur,"Beside Prasanta Filling Station(BPCL), Plot 1632, Mouza, Baliposi, PO: Baliposi, PS: Sathipur, Panikoili District, Jajpur 755025",20.9238315,86.2494284,10,1,8,1,TRUE,TRUE,TRUE
606,"Prince Guest House & Restaurant, Transport Nagar",Chhattisgarh,Raipur,"In front of Parking No 6 Transport Nagar, Rawa bata, Raipur, Chhattisgarh 492003",21.3194434,81.6372966,7,4,4,3,TRUE,TRUE,TRUE
607,"Sasya Auto Cars, Bellari X Roads - NH 44",Andhra Pradesh,Kurnool,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",15.8305662,78.0179892,10,10,1,5,FALSE,TRUE,TRUE
608,"Sasya Automotives, Near EENADU Office - NH 44",Andhra Pradesh,Kurnool,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",15.8498643,78.0045003,5,3,5,3,TRUE,FALSE,TRUE
609,"HPCL - Badarpur Service Station, Gazipur",Uttar Pradesh,Delhi,"Integrated Freight Complex, Mayur Vihar Phase III, Gharoli, Delhi, Uttar Pradesh 110096",28.6197025,77.3411839,9,4,1,8,TRUE,TRUE,FALSE
610,"Sree Gokulam Motors, Kattuppakkam",Tamil Nadu,Chennai,"no 2/232, Mount ponamalle road,Swaminatha nagar, Pushpa Nagar, Kattupakkam, Chennai - 600056",13.0417246,80.1258208,7,6,3,7,FALSE,TRUE,FALSE
611,"Malayalam Vehicles, Aluva",Kerala,Aluva,"Building No 18/615/1, 615/2 Sy No 176/2, 176/3, Aluva West, near Pulichode Signal, Kerala 683101",10.0999671,76.3476841,4,2,1,1,TRUE,TRUE,TRUE
612,"Malayalam Vehicles, Vytila",Kerala,Kochi,"Sharon Tower, No 52/3171, 3172, opposite Salafi Masjid, Vyttila, Ernakulam, Kerala 682019",9.9644345,76.3184956,6,1,6,5,TRUE,FALSE,FALSE
613,"Taj Hotels Chikmagalur, KM Road",Karnataka,Chikmagalur,"KM Road - Jyothi Nagar post, Chikmagalur- 577102",13.3366283,75.8178783,6,1,6,1,TRUE,FALSE,TRUE
614,"PNR Function Hall, Chennai-Ballary Highway",Andhra Pradesh,Proddatur,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360 ",14.7529922,78.5550768,10,8,8,9,TRUE,TRUE,FALSE
615,"DLF - The Crest, Sec 43",Haryana,Gurgaon,"DLF Phase 5, Sector 43, Gurugram, Haryana 122002",28.4438196,77.1117253,4,1,3,1,TRUE,TRUE,TRUE
616,"The Gateway Hotel, Ambad",Maharashtra,Nashik,"Ambad, Nashik, Maharashtra-422010",19.9594519,73.7591054,7,1,7,1,TRUE,FALSE,TRUE
617,"AB Infra Limited, old MIDC",Maharashtra,Latur,"Plot No- F-54, old MIDC, Latur- 413531",18.4159831,76.5356299,10,1,3,5,TRUE,TRUE,TRUE
618,"Hansa Motors, Buttibori",Maharashtra,Nagpur,"NH 07, Plot no-X-273, Near Rajnayan Petrol Pump, Buttibori, Nagpur-441122",20.9286205,79.001812,8,5,7,1,TRUE,FALSE,TRUE
619,IOCL - Tyagi Brothers Service Station,Uttar Pradesh,Ghaziabad,"IOCL on Ghaziabad bulandshahar Road, Stone No 26. 850 Vill Chhapraula Distt GB Nagar",28.6195483,77.4838183,10,6,9,8,TRUE,FALSE,TRUE
620,IOCL - Vibhor S Station,Uttar Pradesh,Ghaziabad,IOCL on Ghaziabad - Hapur  Road (NH-24) At Mauza Garhmukhteshwar Near KM Stone No. 87 Dist Ghaziabad (UP),28.7712124,78.0976854,4,4,4,1,FALSE,FALSE,TRUE
621,IOCL - AAUI Service Station ,Delhi,Delhi,IOCL at Plot No 1 I P Estate Ring Road New Delhi,28.6179662,77.2487894,5,1,1,3,TRUE,TRUE,TRUE
622,IOCL - Agarwal  Service Station,Uttar Pradesh,Muzaffarnagar,"IOCL on Khatauli Near KM Stone NO 15.5  On NH -58 Meerut/ Delhi  Muzzaffarnagar Road, Khasra No 1745/0752, Dist Muzaffarnagar, State UP",29.4118349,77.7006719,6,5,2,1,FALSE,TRUE,TRUE
623,"Hotel Suba International, Andheri East",Maharashtra,Mumbai,"Saharu00c2u00a0 Road, Near Cigarret Factory, Chakala, Andheri East Mumbai 400099",19.1063175,72.8603219,6,1,5,3,TRUE,FALSE,TRUE
624,"Hotel Suba Galaxy, Andheri East",Maharashtra,Mumbai,"NS Phadake Marg, Opp Teli galli,Near Eastern expres Highway, Andheri East Mumbai 400069u00c2u00a0",19.1142415,72.8518766,5,1,5,1,TRUE,FALSE,TRUE
625,"Hotel Suba Palace, Fort",Maharashtra,Mumbai,"Apppllo Bunder Road, Near Gate way of India, fortu00c2u00a0 Mumbai 400039",18.9241214,72.8328155,4,2,3,2,TRUE,TRUE,TRUE
626,"Hotel Suba Grand, Dahej",Gujarat,Bharuch,"jolva village , dahej, bharuch ,State u00e2u0080u0093 24 Gujarat 392135",21.7164114,72.6562979,6,3,4,6,TRUE,TRUE,FALSE
627,"Hotel Suba Elite, Fatehganj Main Road",Gujarat,Vadodara,"near Parsi Agiyari , Fatehganj Main Road, Vadodara u00e2u0080u0093 390 002 Gujarat 390002",22.3205834,73.1883779,10,6,10,9,TRUE,FALSE,FALSE
628,"Click Hotel, Rane Nagar",Maharashtra,Nashik,"904, Mumbai - Agra National Hwy, opposite Orchid International, Rane Nagar, Nashik, Maharashtra 422009, India",19.9625471,73.7652956,5,2,3,5,TRUE,TRUE,FALSE
629,"Click Hotel, Raja Park",Rajasthan,Jaipur,"Udai Marg, Raja Park, Jaipur, Rajasthan 302007",26.8923514,75.8257073,8,6,6,8,TRUE,TRUE,FALSE
630,"Click Hotel, Cidco",Maharashtra,Aurangabad,"Phulambri - Sillod Rd, Hudco, Yadav Nagar, N 11, Cidco, Aurangabad, Maharashtra 431003",19.9116134,75.348291,10,4,10,1,TRUE,FALSE,TRUE
631,"Click Hotel, Junagadh",Gujarat,Junagadh,"Near Railway Station,Junagadh, Gujratu00c2u00a0u00c2u00a0 362001",21.52840996,70.45845795,6,1,1,5,TRUE,TRUE,FALSE
632,"Click Hotel, Bhuj",Gujarat,Bhuj,"opp. Bhuj railway compound,Bhuj, Gujarat 370001",23.2655334,69.6786728,10,1,7,9,TRUE,TRUE,FALSE
633,"Devarana, Delhi-Dehradun Highway",Uttar Pradesh,Muzaffarnagar,"Devrana, Delhi Dehradun Highway NH58, Muzaffarnagar, UP 251203",29.3313177,77.721274,6,4,2,6,TRUE,TRUE,FALSE
634,"Roshan Motors, Shahpura",Rajasthan,Shahpura,"Roshan Motors, NH-8 Neelka, district, Shahpura, Rajasthan, Pin-303119",27.4914624,76.0530077,4,2,3,3,TRUE,TRUE,TRUE
635,"Gardenia SPA & Resort, Sec 11",Uttarakhand,Haridwar,Plot No 1 Sector 11 SIDCUL Haridwar Uttarakhand -249403,29.9512388,78.0759131,10,9,10,4,FALSE,FALSE,TRUE
636,"Hotel Flora, Shivalik Nagar",Uttarakhand,Haridwar,"M3, M4  Shivalik Nagar Haridwar Uttarakhand -249403",29.9276885,78.0648679,5,4,1,5,TRUE,TRUE,FALSE
637,"Misty Mountain Teyla, Peermade",Kerala,Kuttikkanam,"HXJC+526, Peermade, Kuttikkanam, Kerala 685531",9.5802797,76.9701859,8,1,5,3,TRUE,TRUE,TRUE
638,"Click Collection, Sindhi Camp",Rajasthan,Jaipur,"Plot No 1, 2, opposite Polovictory Cinema, Sindhi Camp, Jaipur, Rajasthan 302001",26.9206169,75.7975173,5,2,1,3,TRUE,TRUE,TRUE
639,"Sree Venkateswara Motors, Dasnapur",Telangana,Adilabad,"Plot No 8, Survey no - 21/4, industrial area, Dasnapur, Adilabad u00e2u0080u0093 504001",19.6560251,78.52951,5,1,2,4,TRUE,TRUE,TRUE
640,Volltic DCS06,Karnataka,Bangalore,"GF, 11F Salarpuria GR Tech Park, Khatha No 69/3, Mahadevapura CMC Ground-8 &10 FL, Whitefield Road, Bengaluru, Karnataka 560066",12.98452275,77.74323914,8,6,3,5,TRUE,TRUE,TRUE
641,Volltic DCS01,Karnataka,Bangalore,"infosys limited, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100",12.85190327,77.66662247,8,1,4,6,TRUE,TRUE,TRUE
642,Volltic DCS012,Karnataka,Bangalore,"Tesco Campus Rd, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066",12.97720222,77.72974546,7,1,3,4,TRUE,TRUE,TRUE
643,Volltic DCS015,Karnataka,Bangalore,"E-Zone Club, No, 23/24, Outer Ring Rd, Chinnapannahalli, Marathahalli, Bengaluru, Karnataka 560037",12.96365147,77.70295917,5,2,5,1,TRUE,FALSE,TRUE
644,Volltic DCS017,Karnataka,Bangalore,"117 & 118, Divyasree Technopark Main Rd, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066",12.96986878,77.72521742,8,5,6,2,TRUE,TRUE,TRUE
645,Volltic DCS02,Karnataka,Bangalore,"Prestige Tech Park, 8th Floor, Etamin Block, Marathahalli - Sarjapur Outer Ring Rd, 2, Kadubeesanahalli, Bengaluru, Karnataka 560103",12.94340928,77.69041467,8,1,6,2,TRUE,TRUE,TRUE
646,Volltic DCS09,Karnataka,Bangalore,"Embassy Golf Links Business Park, Challaghatta, Bengaluru, Karnataka 560071",12.9472482,77.64471171,8,4,8,1,TRUE,FALSE,TRUE
647,Volltic DCS018,Karnataka,Bellary,"Siri enterprises,Post Box No. 9, District Bellary, Toranagallu, Karnataka 583275",15.18446555,76.66276174,7,6,1,1,FALSE,TRUE,TRUE
648,Volltic DCS03,Haryana,Gurgaon,"Baba mallah plot, near lakshya tent house, village wazirabad, sector 52, gurgaon, haryana",28.25547179,77.05044021,9,3,5,9,TRUE,TRUE,FALSE
649,Volltic PCS01,Haryana,Gurgaon,"285, Baharampur Naya Marg, Baharampur Naya, Sector 61, Gurugram, Haryana 122011",28.40501523,77.09266673,9,1,2,9,TRUE,TRUE,FALSE
650,Volltic DCS04,Haryana,Gurgaon,"Vatika City, Block W, sector 49, gurgaon, Haryana",28.40596414,77.04509603,8,1,4,5,TRUE,TRUE,TRUE
651,Volltic DCS05,Haryana,Gurgaon,"Building no. 9, Candor TechSpace, IT/ITES SEZ, Tikri, Sector 48, Gurugram, Haryana 122018",28.42487691,77.03101261,10,1,5,10,TRUE,TRUE,FALSE
652,Volltic DCS011,Haryana,Gurgaon,"Institutional Area, Sector 32, Gurugram, Haryana 122018",28.44588294,77.04060087,10,4,1,7,TRUE,TRUE,TRUE
653,Volltic HR001,Haryana,Gurgaon,"Plot No u0096 283, Sector u0096 7, IMT Manesar, Gurugram, Haryana 122050",28.37480792,76.91054184,10,7,3,6,TRUE,TRUE,TRUE
654,Volltic DCS016,Telangana,Hyderabad,"Waverock, Virtusa Polaris, Financial District, Nanakaramguda, Telangana 500032",17.41816383,78.34665104,4,3,4,1,TRUE,FALSE,TRUE
655,Volltic PCS03,Maharashtra,Indore,"Paschim vidyut vitran co Ltd, GPH compound, Indore, Pologround,madhya pradesh",22.73778248,75.8612835,7,4,1,1,TRUE,TRUE,TRUE
656,Volltic PCS04,Maharashtra,Mumbai,"Gala No14 A, KBM compound, military road, raje shivaji nagar, marol, andheri east, 400072",19.12012455,72.88724762,7,6,3,2,FALSE,TRUE,TRUE
657,Volltic DCS08,Delhi,New Delhi,"Golden Ikon Fleet Management, Iffco chowk delhi",28.52360775,77.08321547,9,1,3,1,TRUE,TRUE,TRUE
658,Volltic DCS014,Uttar Pradesh,Noida,"139,140 Noida special economic zone, A block, Phase 2, Noida, Uttar pradesh",28.54498268,77.39461034,5,4,4,1,TRUE,TRUE,TRUE
659,Volltic UJ001,Madhya Pradesh,Ujjain,"8 Ghatkarpar Marg, above Mayank Traders, Madhav Nagar, Ujjain, Madhya Pradesh 456001",23.179326,75.78437678,4,1,1,3,TRUE,TRUE,TRUE
660,BYPL Patparganj,Delhi,Delhi,"Near Swati Apartment, Mother Dairy Marg, I.P.Extension, Mandawali, New Delhi, Delhi 110092",28.6305311,77.2926978,6,1,6,1,TRUE,FALSE,TRUE
661,DLF Gateway Charging Station,Haryana,Gurgaon,"IndusInd Metro Station, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022",28.49807984,77.09116915,5,5,1,4,FALSE,TRUE,TRUE
662,Shree Siddhi Vinayak Indian Oil Petrol Pump,Gujarat,Ahmedabad,"Shree Siddhi Vinayak Indian Oil Petroleum Judges Bangla, Satya Marg, Bodakdev, Ahmedabad, Gujrat",23.04430424,72.51767735,9,8,3,8,FALSE,TRUE,FALSE
663,COCO Vejalpur Ahmedabad,Gujarat,Ahmedabad,"Next to Sachin Towers, shyamal Cross Roads, Anand nagar Cross Roads, Ahmedabad, Gujrat",23.01303861,72.52421557,7,6,5,1,FALSE,TRUE,TRUE
664,EESL yelahanka,Karnataka,Bangalore,"Singanayakanahalli, Bangalore, State Highway 9, Yelahanka Rd, Yelahanka, Karnataka 560064",13.15280614,77.56897045,6,1,1,2,TRUE,TRUE,TRUE
665,BESCOM HSR Layout,Karnataka,Bangalore,"HSR Layout Bengaluru, Karnataka - 560001",12.911365,77.648946,6,2,2,1,TRUE,TRUE,TRUE
666,BESCOM BTM Layout,Karnataka,Bangalore,"BTM Layout Bengaluru, Karnataka - 560001",12.916948,77.610212,7,7,2,3,FALSE,TRUE,TRUE
667,BESCOM Murugeshpalya,Karnataka,Bangalore,"Murugeshpalya Bengaluru, Karnataka - 560001",12.95903244,77.66355582,8,7,2,6,FALSE,TRUE,TRUE
668,BESCOM Indiranagar,Karnataka,Bangalore," Bengaluru, Karnataka 560001",12.964421,77.644132,9,4,9,9,TRUE,FALSE,FALSE
669,BESCOM Katriguppe,Karnataka,Bangalore,"Katriguppe, Bengaluru, Karnataka - 560001",12.926063,77.547841,8,2,2,7,TRUE,TRUE,FALSE
670,BESCOM Byatarayanapura,Karnataka,Bangalore,"Byatarayanapura, Bengaluru, Karnataka - 560001",12.94980783,77.54076228,10,9,2,8,FALSE,TRUE,TRUE
671,BESCOM Corporate Office,Karnataka,Bangalore,"Nunegundlapalli, Ambedkar Veedhi, Bengaluru, Karnataka 560001",12.97610693,77.58824006,7,2,1,4,TRUE,TRUE,TRUE
672,BESCOM Mahadevpura,Karnataka,Bangalore,"Mahadevpura, Bengaluru, Karnataka - 560001",12.9947017,77.70020485,7,5,1,7,TRUE,TRUE,FALSE
673,BESCOM Banaswadi,Karnataka,Bangalore,"Banaswadi, Bengaluru, Karnataka - 560001",13.0202335,77.64092334,6,2,5,6,TRUE,FALSE,FALSE
674,Jai Hanuman Indian Oil Petrol Pump,Karnataka,Bangalore,"Jai Hanuman Service Station, Indian Oil Petrol Pump, No 82/1, Nagawara Main Road, Nagawara",13.04139,77.62059,6,6,6,1,FALSE,FALSE,TRUE
675,BESCOM Mathikere,Karnataka,Bangalore,"Mathikere  Bengaluru, Karnataka - 560001",13.037895,77.55769,6,6,6,1,FALSE,FALSE,TRUE
676,BESCOM Yalhanka,Karnataka,Bangalore," Yalhanka Bengaluru, Karnataka - 560001",13.095602,77.594068,5,1,4,5,TRUE,TRUE,FALSE
677,Fuel Zone -Indian Oil Petrol Pump,Karnataka,Bangalore,"Fuel Zone RO, Bharti Nagar, Hunasamaranahalli, Bengalurum Karnataka - 560045",13.14069,77.617988,8,7,8,8,FALSE,FALSE,FALSE
678,IOCL AB Enterprises,Tamil Nadu,Chennai,"Old Mahabalipuram Rd, Semmancheri, Chennai, Tamil Nadu 600119",12.87627,80.22709415,5,1,5,2,TRUE,FALSE,TRUE
679,IOCL Ms Immanuel Agencies,Tamil Nadu,Chennai,"1, Kamarajar Salai, K P Nagar, Ramapuram, Chennai, Tamil Nadu 600089",13.03301719,80.18431324,5,1,3,5,TRUE,TRUE,FALSE
680,IOCL Ms SRI SAI Balaji Agencies,Tamil Nadu,Chennai,"Ayyavoo Colony, Nelson Manickam Rd, Aminjikarai, Collectorate Colony, Balavinayagar Nagar, Chennai, Tamil Nadu 600029",13.07514384,80.21984698,5,1,5,3,TRUE,FALSE,TRUE
681,EESL Chennai Metrol Alandur Station,Tamil Nadu,Chennai,"Alandur, Metro Car Parking Chennai, Tamil Nadu 600016",13.00444547,80.20161257,8,4,3,8,TRUE,TRUE,FALSE
682,EESL Saidapet Metro,Tamil Nadu,Chennai,"C/20-C/19, NH 45, Todd Hunter Nagar, Nandanam, Chennai, Tamil Nadu 600015",13.02450612,80.22884568,9,8,1,1,FALSE,TRUE,TRUE
683,EESL Chennai Metro Nandanam station,Tamil Nadu,Chennai,"Anna Salai, CIT Nagar West, CIT Nagar, Chennai, Tamil Nadu 600035",13.03152957,80.2399704,9,8,2,7,FALSE,TRUE,TRUE
684,EESL Koyambedu,Tamil Nadu,Chennai,"Koyambedu, Chennai, Tamil Nadu 600107",13.07376771,80.19493137,6,2,5,4,TRUE,FALSE,TRUE
685,EESL Thirumangalam Metro,Tamil Nadu,Chennai,"2nd Ave, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",13.0854925,80.20160618,7,1,6,1,TRUE,FALSE,TRUE
686,EESL Anna Nagar East station,Tamil Nadu,Chennai,"A Block, Annanagar East, Chennai, Tamil Nadu 600102",13.08478145,80.21972007,7,6,2,7,FALSE,TRUE,FALSE
687,EESL Chennai Egmore Metro,Tamil Nadu,Chennai,"Egmore, Chennai, Tamil Nadu 600008",13.07936745,80.26146373,8,3,5,1,TRUE,TRUE,TRUE
688,EESL High Court station,Tamil Nadu,Chennai,"Esplanade Rd, Parrys, George Town, Chennai, Tamil Nadu 600104",13.08738029,80.2851703,4,4,1,1,FALSE,TRUE,TRUE
689,EESL SDA Market,Delhi,Delhi,"Unnamed Road, Block C 5, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016",28.54873377,77.19657963,10,2,8,4,TRUE,TRUE,TRUE
690,EESL R block GK1,Delhi,Delhi,"Hansraj Gupta Rd, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",28.55155916,77.24469874,8,4,8,8,TRUE,FALSE,FALSE
691,KSEBL Palarivattom,Kerala,Ernakulam,"Executive Enginer, Electrical Division, Ernakulam",10.01921939,76.30459452,6,1,1,3,TRUE,TRUE,TRUE
692,Mahindra first choice ,Haryana,Gurgaon,"PLOT NO-21,SECTOR-61, near HBR CHOWK, Gurugram, Haryana 122005",28.42061615,77.10537261,7,1,4,1,TRUE,TRUE,TRUE
693,HAREDA EESL Panchkula,Haryana,Panchkula,"Akshay Urja Bhawan, Plot No-1, Sector 17, Opp Agarwal Bhavan, Panchkula, Haryana 134109",30.76862873,76.85381552,7,7,1,3,FALSE,TRUE,TRUE
694,Nagole Metro staff Parking,Telangana,Hyderabad,"Inner Ring Rd, Opp. Uppal RTO office, Uppal Main Road, Hyderabad",17.391095,78.558504,4,3,4,1,TRUE,FALSE,TRUE
695,Punjagutta Next Galleria Mall Parking,Telangana,Hyderabad,"Level B1, Next Galleria Mall, Puynjagutta, Hyderabad, Telangana 5600082",17.428624,78.450418,8,6,5,1,TRUE,TRUE,TRUE
696,Hitech City Next Galleria Mall Parking,Telangana,Hyderabad,"Level B1, Hitech City Next Galleria Mall, Puynjagutta, Hyderabad, Telangana 5600082",17.44798402,78.38432828,8,1,4,1,TRUE,TRUE,TRUE
697,Miyapur Metro Parking,Telangana,Hyderabad,"Nadigada Tanda, Miyapur, Hyderabad, Telangana - 500049",17.49699433,78.37194716,4,4,3,1,FALSE,TRUE,TRUE
698,ChargeNest Bank of Baroda,Jharkhand,Jamshedpur,"Bank of Baroda Parking Site, Jamshedpur",22.7941,86.1838,5,4,3,1,TRUE,TRUE,TRUE
699,TSUISL N Town Substation,Jharkhand,Jamshedpur,"N Town Substation, Jamshedpur",22.82275277,86.18177379,5,5,1,2,FALSE,TRUE,TRUE
700,ANERT-EESL Ernakulam Kerala,Kerala,Kochi,"Shanmugham Road, Ernakulam, Marine Drive, Kochi, Kerala 682031",9.977005426,76.27780265,10,2,8,2,TRUE,TRUE,TRUE
701,Masstech Controls Pvt Ltd,West Bengal,Kolkata,"Indian Oil Bhavan 2, Gariahat Road, Jodhpur Park, Kolkata, West Bengal - 700068",22.50955717,88.36672101,10,6,8,8,TRUE,TRUE,TRUE
702,EESL Shapoorji Bus Terminus Newtown,West Bengal,Kolkata,"Action Area III, Newtown, New Town, West Bengal 700135",22.56979794,88.51722683,6,2,1,1,TRUE,TRUE,TRUE
703,EESL Tata Memorial Cancer Hospital,West Bengal,Kolkata,"14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",22.57724568,88.47966408,9,8,2,5,FALSE,TRUE,TRUE
704,EESL Axis Mall,West Bengal,Kolkata,"CF Block(Newtown), Action Area I, Newtown, New Town, West Bengal 700156",22.57892795,88.46050484,7,3,4,1,TRUE,TRUE,TRUE
705,EESL New Town,West Bengal,Kolkata,"Near Tank, No 3, Street Number 24, Action Area 1A, Newtown, West Bengal 700156",22.57885907,88.45300713,9,2,1,3,TRUE,TRUE,TRUE
706,EESL Business Club New Town,West Bengal,Kolkata,"AE Block(Newtown), Newtown, New Town, West Bengal 700059",22.58558231,88.456438,8,5,5,1,TRUE,TRUE,TRUE
707,EESL ECO Park Gate no 1 New Town,West Bengal,Kolkata,"Major Arterial Road(South-East, Biswa Bangla Sarani, AA II, Newtown, Kolkata, West Bengal 700156",22.60315379,88.46715353,7,7,1,4,FALSE,TRUE,TRUE
708,EESL Gate no 6 Eco Park New Town,West Bengal,Kolkata,"Ghuni Rd, AA II, Deshbandhu Nagar, Newtown, New Town, West Bengal 700156",22.60762511,88.46341447,10,4,9,2,TRUE,FALSE,TRUE
709,EESL Gate no 4 Eco Park New Town,West Bengal,Kolkata,"Jatragachhi, Deshbandhu Nagar, Rekjuani, New Town, West Bengal 700157",22.61075181,88.46672221,5,4,1,1,TRUE,TRUE,TRUE
710,"EESL Adhoc New Central , HPCL, New town",West Bengal,Kolkata,"Akhankha ho petrol pump, Newtown, Kolkata, West Bengal 700056",22.61822126,88.46650934,9,3,1,1,TRUE,TRUE,TRUE
711,KSEB electrical section Olayil,Kerala,Kollam,"Salem - Kochi Hwy, Olayil, High School Jun, Kollam, Kerala 691009",8.892999143,76.57939218,4,3,1,2,TRUE,TRUE,TRUE
712,Vijay Securities ,Maharashtra,Mumbai,"35, Chandivali, Off, Saki Vihar Rd, Andheri (E, Mumbai, 400072",19.10514321,72.8869012,10,6,6,4,TRUE,TRUE,TRUE
713,Masstech controls Pvt ltd,Maharashtra,Mumbai,"2/7 Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai, Maharashtra 400080",19.17674569,72.94574801,4,2,2,3,TRUE,TRUE,TRUE
714,EESL Nagpur,Maharashtra,Nagpur,"Nagpur Songaon, Maharashtra, Songaon Nagpur India - 440019",21.0870127,79.0636227,6,6,6,1,FALSE,FALSE,TRUE
715,KSEB Nemom,Kerala,Nemom,"Karamana to Nagercoil Main Road, Nemom, Kerala 695020",8.453971667,77.00415034,4,3,4,1,TRUE,FALSE,TRUE
716,PTC  IGI Airport,Delhi,New Delhi,"GI Airport, T3 Road, Indira Gandhi International Airport, New Delhi, Delhi - 110037",28.54851804,77.10435748,10,6,9,7,TRUE,FALSE,TRUE
717,Atul Automobile Vasant Kunj,Delhi,New Delhi,"Vasant Kunj Mall Road, Pocket 5, Sector C, Vasant Kunj, New Delhi, Delhi 110070",28.52290663,77.15668214,9,8,9,1,FALSE,FALSE,TRUE
718,EV Plugin Charge Vasant Square Mall,Delhi,New Delhi,"Vasant Kunj Marg, Pocket 5, Sector B, Vasant Kunj, New Delhi, Delhi 110070",28.52544024,77.15590041,8,7,8,2,FALSE,FALSE,TRUE
719,EESL Malviya Nagar Delhi,Delhi,New Delhi,"Guru Gobind Singh Marg, Old Market, Block C, Malviya Nagar, New Delhi, Delhi 110017",28.53646664,77.21145062,4,4,4,1,FALSE,FALSE,TRUE
720,EESL PVR Priya Delhi,Delhi,New Delhi,"61, Community Center, Basant Nagar, Basant Lok, Vasant Vihar, New Delhi, Delhi 110027",28.55773691,77.1579439,4,1,1,4,TRUE,TRUE,FALSE
721,BRPL Nehru Place,Delhi,New Delhi,"BSES Bhawan, near Kalkaji Mandir metro station, Nehru Place, New Delhi, Delhi 110019",28.5495423,77.2545699,6,5,1,2,FALSE,TRUE,TRUE
722,EESL Aurbindo Market Place,Delhi,New Delhi,"Block C 2, Bhim Nagri, Hauz Khas, New Delhi, Delhi 110016",28.55177869,77.2033166,4,4,3,1,FALSE,TRUE,TRUE
723,EESL Safderjung Enclave,Delhi,New Delhi,"Block B6, Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110016",28.55917249,77.19648462,5,1,1,4,TRUE,TRUE,TRUE
724,EESL N Block GK1,Delhi,New Delhi,"N Block, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048",28.55560464,77.23371054,10,1,1,9,TRUE,TRUE,FALSE
725,NDSE Grid BRPL,Delhi,New Delhi,"South Extension, Block E, South Extension II, New Delhi, Delhi 110049",28.86883053,77.14376226,8,1,1,6,TRUE,TRUE,TRUE
726,EESL Dilli Haat,Delhi,New Delhi,"NDMC Parking, Dilli Haat, West Kidwai Nagar, New Delhi - 110023",28.57357604,77.207152,9,8,9,6,FALSE,FALSE,TRUE
727,EESL Sarojini Nagar Market,Delhi,New Delhi,"Lal. Sai Hanuman mandir, Sarojini Nagar Market, Sarojini Nagar, New Delhi, Delhi 110023",28.57729829,77.19690865,8,5,5,1,TRUE,TRUE,TRUE
728,EESL Laxmi Bai Market,Delhi,New Delhi,"26B, Sri Aurobindo Marg, Aviation Colony, INA Colony, New Delhi, Delhi 110003",28.577623,77.2038986,5,1,3,4,TRUE,TRUE,TRUE
729,Indraprastha Gas Limited Shantipath,Delhi,New Delhi,"Shantipath Road, Shantipath, near Rail Museum, Moti Bagh, New Delhi, Delhi 110021",28.58267379,77.17947959,9,3,6,4,TRUE,TRUE,TRUE
730,EESL Charak Palika Hospital,Delhi,New Delhi,"F 203, Moti Bagh 1, Block F, North West Moti Bagh, New Delhi, Delhi 110021",28.58704293,77.17767714,4,2,4,2,TRUE,FALSE,TRUE
